left eye - 1 (centre x),left eye - 1 (centre y),left eye - 2 (inner corner x),left eye - 2 (inner corner y),left eye - 3 (outer corner x),left eye - 3 (outer corner y),right eye - 1 (centre x),right eye - 1 (centre y),right eye - 2 (inner corner x),right eye - 2 (inner corner y),right eye - 3 (outer corner x),right eye - 3 (outer corner y),left eyebrow - 1 (inner end x),left eyebrow - 1 (inner end y),left eyebrow - 2 (outer end x),left eyebrow - 2 (outer end y),right eyebrow - 1 (inner end x),right eyebrow - 1 (inner end y),right eyebrow - 2 (outer end x),right eyebrow - 2 (outer end y),mouth - 1 (left corner x),mouth - 1 (left corner y),mouth - 2 (right corner x),mouth - 2 (right corner y),mouth - 3 (centre top lip x),mouth - 3 (centre top lip y),mouth - 4 (centre bottom lip x),mouth - 4 (centre bottom lip y),mouth - 5 (extra x),mouth - 5 (extra y),mouth - 6 (extra x),mouth - 6 (extra y),expression
65.7186206897,38.0176551724,59.0606896552,37.6477241379,71.2659310345,37.6477241379,29.4728275862,37.2777931034,35.020137931,38.0176551724,23.9246896552,37.6477241379,54.9922758621,28.4011034483,75.7042758621,27.2914758621,38.7186206897,30.2503448276,19.1164137931,28.0312551724,62.3892413793,76.4822068966,32.0615172414,75.3724137931,45.3765517241,69.8251034483,45.3765517241,83.1393103448,45.3765517241,69.8251034483,45.3765517241,83.1393103448,smile
65.9730526316,37.8716631579,60.704,38.6243368421,72.3705263158,38.6243368421,28.3385263158,36.7426526316,35.1132631579,37.4953263158,22.3174736842,36.7426526316,56.9406315789,29.5920842105,82.4227368421,32.0110315789,38.5212631579,28.9521684211,13.6614736842,29.5920842105,61.8332631579,77.7642105263,35.1132631579,77.7642105263,47.3928421053,69.9873684211,47.5326315789,84.9145263158,47.3928421053,69.9873684211,47.5326315789,84.9145263158,smile
67.2493980583,35.8583300971,60.5843883495,36.6915728155,71.8313009709,37.1081941748,29.7609320388,35.8583300971,35.1760776699,36.2749514563,23.9291650485,36.6915728155,54.7535533981,29.6108737864,78.912,30.0265631068,40.591223301,28.777631068,15.5986019417,29.1942524272,58.5022135922,73.7634174757,35.5926990291,72.9301747573,47.6719223301,66.2651650485,47.2553009709,84.1761553398,47.6719223301,66.2651650485,47.2553009709,84.1761553398,smile
68.4391111111,38.7341037037,62.5783703704,39.2669037037,75.3647407407,40.8652444444,30.3454814815,36.3366518519,37.8044444444,37.1358222222,23.6853333333,36.3366518519,58.7484444444,27.2252444444,82.5576296296,31.2752592593,40.6044444444,24.7227259259,18.0912592593,27.2794074074,59.648,77.3605925926,31.410962963,74.1635555556,44.9967407407,69.3688888889,43.6645925926,84.8195555556,44.9967407407,69.3688888889,43.6645925926,84.8195555556,neu
66.0318072289,37.7025542169,61.6377831325,37.4440481928,75.3357108434,39.7706024096,30.8819277108,36.4106024096,36.5679036145,36.6691084337,24.9374457831,37.7025542169,55.1768674699,25.2969831325,78.9542168675,29.4322120482,39.4108915663,24.780086747,18.2180240964,28.9153156627,61.8962891566,72.3354216867,35.7923855422,70.0094457831,48.715373494,67.9413975904,48.1983614458,81.1228915663,48.715373494,67.9413975904,48.1983614458,81.1228915663,neu
67.4889230769,35.2110461538,62.1258461538,36.4486153846,72.852,36.4486153846,29.9492307692,36.4486153846,34.4870769231,36.4486153846,24.1735384615,37.2736615385,55.5129230769,28.4684307692,80.2772307692,28.6104923077,39.3932307692,29.1151384615,16.8978461538,28.9728923077,65.4267692308,73.164,36.5492307692,74.4018461538,49.8443076923,69.1476923077,49.7501538462,78.9396923077,49.8443076923,69.1476923077,49.7501538462,78.9396923077,smile
64.0084363636,36.7121454545,58.5477818182,37.1022545455,70.2493090909,37.4923636364,28.5154909091,36.7121454545,33.9761454545,36.3220363636,22.6656,38.2725818182,53.8673454545,29.6915781818,76.8794181818,27.7413818182,37.8763636364,31.2516654545,16.4247272727,29.3015563636,61.2785454545,72.5943272727,33.9761454545,73.3745454545,48.4075636364,68.6941090909,47.6273454545,81.5650909091,48.4075636364,68.6941090909,47.6273454545,81.5650909091,sad
64.9071219512,37.564097561,59.151804878,37.564097561,72.2323902439,38.8723902439,29.5908292683,35.9947317073,35.8694634146,36.2563902439,23.312195122,37.3024390244,55.228097561,27.8847804878,77.9877073171,30.2392390244,36.9155121951,26.0535804878,16.771902439,28.6695804878,60.1984390244,71.3110243902,34.0378536585,69.2183414634,46.5951219512,66.0790243902,45.8101463415,77.5896585366,46.5951219512,66.0790243902,45.8101463415,77.5896585366,sad
67.935412844,34.0675816514,62.031853211,34.4611816514,73.0524770642,35.2483816514,29.7555963303,35.2483816514,36.447412844,35.6419816514,24.2457247706,37.2163816514,60.4571009174,21.8657174312,82.0060183486,26.7425174312,38.8086605505,22.6529174312,14.0115963303,30.525093578,64.7867889908,73.8222385321,38.0212844037,72.2474862385,51.0103486239,67.1304220183,49.8301651376,81.3005504587,51.0103486239,67.1304220183,49.8301651376,81.3005504587,sad
65.4179555556,39.3408,59.0620444444,39.9758222222,72.0917333333,40.2936888889,29.1889777778,37.4336,35.8627555556,39.0229333333,22.8330666667,38.0693333333,54.6126222222,30.7598933333,79.7191111111,34.2556444444,42.8544,30.1243022222,14.2520888889,31.3954844444,58.7441777778,83.5150222222,35.5448888889,82.8792888889,48.5745777778,75.2519111111,47.6209777778,92.0952888889,48.5745777778,75.2519111111,47.6209777778,92.0952888889,sad
63.488,34.6514666667,58.4233333333,35.8432666667,69.4466666667,34.9494666667,29.8213333333,34.3535333333,35.78,34.9494666667,25.054,34.3535333333,53.358,26.0112666667,76.0013333333,29.5865333333,42.3346666667,25.7133333333,17.6053333333,27.501,57.8273333333,74.5753333333,37.5673333333,75.1713333333,48.5913333333,68.6166666667,47.6973333333,82.024,48.5913333333,68.6166666667,47.6973333333,82.024,smile
66.1772307692,35.9316923077,59.8516923077,36.7569230769,72.7778461538,37.032,30.9747692308,35.9316923077,38.4,37.032,24.0990769231,37.032,57.3766153846,25.2061538462,79.3778461538,30.1563076923,38.9501538462,26.0307692308,18.3236923077,30.9815384615,64.2523076923,73.3347692308,35.3747692308,73.3347692308,49.9507692308,65.0836923077,50.2258461538,83.2350769231,49.9507692308,65.0836923077,50.2258461538,83.2350769231,neu
65.9921568627,37.0748235294,61.5058823529,37.0748235294,72.7221960784,37.9162352941,31.2207058824,36.7943529412,37.3898039216,37.0748235294,27.295372549,38.1967058824,57.8603921569,26.9800156863,79.7327058824,29.5037490196,40.7548235294,26.9800156863,20.5653333333,28.9429333333,63.1880784314,69.8829803922,35.7076078431,68.2007843137,50.2889411765,66.5179607843,49.728,79.136627451,50.2889411765,66.5179607843,49.728,79.136627451,sad
65.5242926829,33.9057170732,59.2460487805,34.6033170732,71.1055609756,33.2080390244,29.9465365854,33.9057170732,35.1781463415,34.9521170732,25.0630243902,35.6497170732,56.1069268293,26.9295609756,75.9890731707,24.4878829268,38.3180487805,27.2783609756,17.3892682927,27.9759609756,62.3851707317,72.2747317073,32.387902439,72.6228292683,48.0842926829,68.7859512195,47.7354146341,78.5529756098,48.0842926829,68.7859512195,47.7354146341,78.5529756098,smile
65.22525,36.40125,59.5275,37.74225,70.92375,37.407,30.36675,38.74725,36.735,39.0825,25.33875,39.0825,57.1815,29.362425,75.61575,27.351375,37.74075,29.362425,16.224,30.43875,63.885,75.61725,35.72925,75.9525,50.142,72.2655,50.8125,83.66175,50.142,72.2655,50.8125,83.66175,sad
64.2208264463,39.2513057851,59.2565950413,39.2513057851,70.9574876033,39.9605950413,29.1181487603,38.896661157,35.5009586777,39.9605950413,23.0907768595,39.9605950413,52.5199338843,31.8053553719,79.1127272727,34.2870743802,41.1736859504,30.7414214876,15.2901818182,34.2870743802,58.5480991736,81.0906446281,36.2094545455,81.7999338843,48.6196363636,73.999338843,48.6196363636,88.8912396694,48.6196363636,73.999338843,48.6196363636,88.8912396694,sad
67.0153846154,34.8073846154,59.5892307692,36.0443076923,71.9658461538,36.0443076923,30.7126153846,34.3947692308,36.0756923077,35.22,24.9369230769,34.8073846154,55.8766153846,28.6190769231,78.9784615385,29.0316923077,41.0261538462,26.9686153846,14.6233846154,28.2064615385,60.4144615385,70.6975384615,34.0126153846,70.2849230769,47.2135384615,66.1596923077,46.8009230769,80.1858461538,47.2135384615,66.1596923077,46.8009230769,80.1858461538,smile
67.8351780822,37.601030137,61.9581369863,38.4826520548,74.9378630137,38.1890630137,31.3966027397,37.8949479452,38.7432328767,38.7765041096,25.2256438356,38.7765041096,59.3128767123,30.2546630137,78.1196712329,28.7853369863,41.3878356164,31.4300712329,20.760460274,30.3954410959,64.3088219178,80.503890411,34.0412054795,79.9167123288,47.2648767123,74.9207671233,47.5712876712,86.3802739726,47.2648767123,74.9207671233,47.5712876712,86.3802739726,neu
67.3335272727,37.5073745455,60.1195636364,38.0346763636,74.3537454545,37.5073745455,27.5502545455,38.6775272727,35.4458181818,38.8599272727,20.9201454545,39.4575709091,57.5825454545,25.8065454545,79.0341818182,30.8769163636,35.3506909091,26.5865890909,13.7978181818,33.1349236364,64.6036363636,75.7300363636,33.7911272727,77.2904727273,48.6117818182,72.2199272727,48.6117818182,87.0414545455,48.6117818182,72.2199272727,48.6117818182,87.0414545455,neu
66.1565217391,35.637773913,60.2497391304,35.9486608696,71.1311304348,35.3268869565,29.7822608696,36.8813217391,36.6219130435,37.5030956522,22.3206956522,37.5030956522,59.627826087,28.7981217391,75.483826087,26.6219130435,37.5547826087,30.9744,17.035826087,33.7723826087,64.9133913043,73.5666086957,33.5130434783,75.1213913043,49.0573913043,72.0125217391,49.6793043478,81.9610434783,49.0573913043,72.0125217391,49.6793043478,81.9610434783,smile
66.263808,39.2320512,61.115904,39.5752704,71.755776,39.9184896,29.538816,36.8295168,35.030784,37.8591744,23.361024,37.5159552,56.99712,30.9946368,80.679168,33.0540288,39.492096,29.62176,15.466752,28.2488832,62.145024,78.703104,32.627712,77.673216,48.087552,71.119872,47.386368,93.118464,48.087552,71.119872,47.386368,93.118464,neu
65.6489795918,35.2359836735,59.8119183673,36.6952489796,71.194122449,35.2359836735,31.5017142857,37.278955102,37.9226122449,37.8626612245,25.3727346939,37.5708081633,59.52,29.9824979592,76.1560816327,28.2313795918,38.2145306122,30.5662693878,20.1188571429,32.9010938776,65.0651428571,71.1346938776,35.296,72.0097959184,49.8886530612,69.9670204082,50.1805714286,79.3064489796,49.8886530612,69.9670204082,50.1805714286,79.3064489796,smile
66.1121767956,37.9295469613,59.9490828729,39.3515138122,72.2747403315,39.1144309392,32.2162209945,36.5070497238,36.9568176796,37.9295469613,24.3940773481,36.7441325967,54.4972375691,29.870320442,80.0968839779,32.4777016575,42.1270276243,28.895681768,15.8606850829,31.2924994475,61.3715801105,78.4622320442,28.8975911602,75.3806850829,45.642961326,74.1167734807,45.0160441989,82.7286629834,45.642961326,74.1167734807,45.0160441989,82.7286629834,smile
67.970440678,38.791240678,61.7898305085,39.154820339,75.2420338983,40.6091389831,29.0668474576,36.6096813559,36.338440678,38.4276610169,21.0679322034,38.4276610169,58.5176949153,29.7015864407,82.150779661,31.5194847458,36.338440678,28.6107661017,14.5236610169,28.6107661017,61.0625084746,80.2397288136,33.4299661017,79.149559322,46.8829830508,72.6044745763,46.8829830508,88.2386440678,46.8829830508,72.6044745763,46.8829830508,88.2386440678,smile
70.4848695652,36.6644869565,61.8573913043,36.8976521739,76.780173913,38.763026087,27.1153043478,35.4986608696,33.643826087,36.6644869565,18.7210434783,37.1308173913,54.7299130435,29.6042608696,83.7751304348,31.3015826087,36.9083478261,28.2703826087,12.6589565217,29.669426087,61.624173913,80.9666086957,30.1466086957,80.500173913,44.3697391304,75.1372173913,44.3697391304,90.9928695652,44.3697391304,75.1372173913,44.3697391304,90.9928695652,neu
65.022,36.20406,58.8546,37.81296,71.7258,36.7404,31.236,39.15366,38.2074,39.68994,25.0686,40.7628,57.6534,28.53972,76.0158,28.96416,39.012,30.30492,18.0966,35.1315,67.167,67.845,35.7942,71.0628,51.8826,67.041,51.8826,75.3534,51.8826,67.041,51.8826,75.3534,smile
65.9670588235,37.9797960784,60.0784313725,39.1014901961,72.6970980392,38.2602039216,30.6352941176,41.3447529412,37.0848627451,41.3447529412,23.6247843137,43.0272627451,57.8352941176,28.1653960784,78.305254902,30.9694745098,37.6458039216,30.4086588235,16.6149019608,37.138572549,69.6125490196,71.3487058824,35.6825098039,75.5551372549,51.6661960784,69.9469803922,52.7880784314,78.9201568627,51.6661960784,69.9469803922,52.7880784314,78.9201568627,sad
64.8286451613,39.4049032258,58.9470967742,39.7509677419,72.0952258065,41.8265806452,29.8838709677,38.0206451613,35.4193548387,39.7509677419,23.655483871,38.7127741935,54.4490322581,31.7930322581,76.9734193548,34.695483871,41.9938064516,30.4087741935,15.6983225806,32.1390967742,57.9089032258,81.6162580645,35.0732903226,81.2701935484,48.2214193548,72.6201290323,48.2214193548,91.3037419355,48.2214193548,72.6201290323,48.2214193548,91.3037419355,neu
66.9282622951,35.2078688525,60.3640655738,36.1458360656,73.024,36.8487868852,29.8864262295,34.0354098361,35.9816393443,35.676852459,23.321704918,34.9733770492,57.5506885246,27.705704918,79.8226885246,30.2845901639,39.7329836066,27.0022295082,17.2264918033,28.1746885246,61.7704918033,72.0152131148,29.6519344262,71.3122622951,47.0006557377,65.4510163934,46.0626885246,79.0489180328,47.0006557377,65.4510163934,46.0626885246,79.0489180328,neu
66.50496,34.8480768,59.29728,35.8778112,73.026048,35.1913728,31.496448,37.250688,37.330944,37.250688,25.661184,38.6235648,55.865088,27.983616,77.144832,26.26752,36.987648,31.0726656,18.422784,33.5344128,63.75936,74.661888,39.046656,76.378368,50.716416,70.543872,52.0896,83.242752,50.716416,70.543872,52.0896,83.242752,neu
67.3835471698,34.9572830189,61.447245283,36.0368301887,74.129509434,36.0368301887,27.448754717,36.0368301887,35.5435471698,36.8458867925,21.5124528302,37.3856603774,60.6381886792,24.7036377358,80.0658113208,27.1323773585,39.591245283,26.3225962264,15.5761509434,29.8306415094,61.9870188679,76.241509434,37.1628679245,74.6221886792,49.8445283019,69.7654339623,49.8445283019,84.0664150943,49.8445283019,69.7654339623,49.8445283019,84.0664150943,neu
65.6774522293,35.232,59.3922038217,37.4179872611,72.2354140127,35.7786496815,31.5185732484,38.5112866242,38.0771464968,39.0579363057,24.2017834395,39.4957452229,57.2056050955,26.7607031847,77.7012993631,28.4002853503,37.8038216561,28.6735490446,17.5820636943,34.6853503185,68.410089172,69.1175541401,35.8911592357,72.1235159236,50.9209681529,66.930955414,51.7403312102,78.681477707,50.9209681529,66.930955414,51.7403312102,78.681477707,sad
65.9488,37.196,59.8712,37.5536,71.312,37.5536,28.7664,36.124,34.844,37.196,23.0456,37.196,54.8656,31.8336,78.1048,30.0456,36.632,29.688,16.6104,28.616,62.3736,72.5912,33.0568,72.5912,47.7152,69.016,47.3576,81.5296,47.7152,69.016,47.3576,81.5296,neu
71.8695849057,32.2905962264,63.7747924528,33.1001358491,79.4246037736,34.1794415094,27.3473207547,30.4018113208,35.712,32.0207698113,19.5224150943,30.6716377358,57.2987169811,26.354354717,88.0591698113,27.1638339623,37.870490566,25.2749886792,13.0463396226,23.1163773585,64.3139622642,78.1621132075,29.7756981132,76.8126792453,45.4261132075,75.1939622642,45.696,87.6057358491,45.4261132075,75.1939622642,45.696,87.6057358491,neu
65.9435294118,38.8228517647,58.8355764706,39.5844141176,71.5279058824,39.8382494118,30.4037647059,37.5536188235,37.5117176471,38.8228517647,24.8193882353,38.5690164706,55.0277647059,32.4765741176,79.3976470588,35.7766588235,39.2888470588,30.9534494118,16.4419764706,35.2689317647,64.1664,78.1699764706,32.9426823529,78.4240941176,47.1580235294,72.3314823529,47.9198117647,87.3086117647,47.1580235294,72.3314823529,47.9198117647,87.3086117647,smile
63.5549179331,37.3177386018,56.7791854103,37.4589665653,71.7420547112,38.0235866261,28.9709908815,36.1884984802,36.311343465,36.753118541,21.4897021277,36.4709544073,54.5207051672,28.9893738602,78.7999513678,29.6952218845,40.6873677812,28.1425896657,14.9964255319,27.8601337386,62.1432218845,75.9952340426,29.6768389058,74.7247659574,46.1923404255,72.4662857143,45.9101762918,80.3712583587,46.1923404255,72.4662857143,45.9101762918,80.3712583587,neu
66.775804878,35.1578536585,57.331902439,36.7898536585,75.4712195122,36.3063414634,27.7994146341,38.9295609756,36.7746341463,38.4827317073,20.3285853659,41.6269268293,54.2029268293,26.3566829268,80.3964878049,25.728,36.3910243902,26.9853658537,12.2930731707,30.5475121951,67.4899512195,73.3096585366,30.4862439024,75.7283902439,48.5451707317,70.1525853659,50.0117073171,83.3541463415,48.5451707317,70.1525853659,50.0117073171,83.3541463415,sad
67.0815632184,36.111816092,57.4576551724,37.548137931,77.2803678161,37.548137931,30.0218850575,34.8189425287,38.784,36.5428965517,20.3979770115,35.9683678161,55.0157241379,26.2006436782,82.8822068966,29.0732873563,41.2259310345,25.3384827586,16.375908046,25.9133793103,62.6287816092,75.9010574713,32.7510804598,74.8954482759,47.1154022989,70.1550344828,46.828137931,78.3429885057,47.1154022989,70.1550344828,46.828137931,78.3429885057,sad
64.8132,36.5835,55.9596,38.2434,74.4048,36.7677,29.7672,38.9811,39.1743,38.6124,19.8069,41.379,53.7462,30.4965,81.5985,29.3898,40.65,32.1564,12.06,37.3212,67.2111,74.9493,29.583,76.056,48.0282,74.3961,49.1349,86.3853,48.0282,74.3961,49.1349,86.3853,sad
66.6577582418,36.9153406593,57.4006153846,38.0726153846,77.2374505495,38.4031648352,28.4722637363,36.088967033,39.5477802198,38.4031648352,18.8845714286,36.7500659341,56.0784175824,31.2949450549,84.3456703297,30.7991208791,41.2008791209,30.3032967033,11.4458021978,30.3032967033,63.6824615385,81.7132307692,30.6211868132,81.3826813187,47.6476483516,79.399032967,47.9781978022,88.6561758242,47.6476483516,79.399032967,47.9781978022,88.6561758242,sad
66.6416551724,34.4904827586,58.3312183908,35.9863908046,78.7755402299,36.3188965517,28.5785747126,36.4851494253,38.0527816092,37.4822988506,17.7747126437,39.4769655172,56.1702988506,29.6702528736,81.5610114943,28.6157241379,39.3828045977,30.1690114943,13.952,33.4933333333,66.1432643678,72.5535632184,32.2354022989,74.5482298851,49.1891494253,72.5535632184,50.5191724138,79.2022068966,49.1891494253,72.5535632184,50.5191724138,79.2022068966,neu
66.8308528302,36.4329056604,57.9162566038,38.0837433962,73.7642264151,37.4233358491,29.8523773585,36.4329056604,35.7953207547,37.7533584906,21.9285735849,36.4329056604,54.2845584906,27.1882867925,78.7167396226,28.5087396226,40.0874264151,27.1882867925,16.9760603774,28.8391245283,62.5387471698,76.0526490566,32.8240301887,76.3826716981,46.360754717,71.1001358491,47.0208,80.0143698113,46.360754717,71.1001358491,47.0208,80.0143698113,neu
69.1220645161,42.479483871,62.5366021505,42.479483871,76.3347956989,44.6744086022,27.4136774194,40.2842150538,34.9398709677,41.2249462366,18.319483871,42.479483871,55.0100645161,33.6987526882,86.0562580645,39.9707526882,42.7798709677,33.3849462366,11.4202150538,34.639483871,64.1046021505,83.2471397849,32.7449462366,82.6198709677,49.3653333333,77.6024086022,49.0518709677,88.8918709677,49.3653333333,77.6024086022,49.0518709677,88.8918709677,sad
66.0382096317,38.9281359773,56.266878187,39.8737223796,74.3910254958,39.0858696884,28.5288611898,39.0858696884,38.1424589235,40.0314560907,19.7031161473,39.8737223796,52.7994560907,33.7272747875,83.3745042493,32.7816883853,39.8761699717,33.4120793201,12.4533484419,32.4664929178,62.413325779,79.4319773371,31.9960113314,79.1167818697,46.4955467422,78.0134617564,46.8107422096,86.3665495751,46.4955467422,78.0134617564,46.8107422096,86.3665495751,sad
63.7521911263,31.3703754266,55.5728600683,33.5724778157,73.0327372014,29.9546211604,27.731221843,38.7633583618,35.2814744027,37.3476040956,19.7091604096,40.6509215017,50.3819795222,26.6513037543,78.2236177474,22.2470989761,36.0681501706,29.7973515358,12.0016382253,34.9882320819,66.1115631399,70.5370648464,38.2702525597,75.0988668942,50.2247098976,70.0652559727,51.4831945392,77.4582389078,50.2247098976,70.0652559727,51.4831945392,77.4582389078,neu
67.0344089219,36.3211895911,57.8184089219,37.1987509294,77.1276133829,36.7601486989,27.5380817844,37.8571895911,36.3151226766,38.076669145,17.8834795539,38.9542304833,55.6243271375,29.5191078067,84.588133829,29.5191078067,40.4841635688,29.7385873606,11.3008773234,31.4937100372,69.2284907063,76.9142007435,27.3189591078,77.1336802974,47.5057249071,73.403598513,48.8222453532,89.640802974,47.5057249071,73.403598513,48.8222453532,89.640802974,sad
67.2307338129,37.8602589928,59.2523741007,39.101352518,76.8044892086,37.8602589928,28.4039136691,39.810647482,36.7365755396,39.9877985612,19.3619568345,41.0517410072,55.7065899281,29.8822446043,82.8324604317,31.4779856115,38.8641151079,31.3004892086,12.4475395683,34.6691223022,71.8401151079,75.0916834532,27.8717697842,77.9281726619,48.9116546763,73.297381295,50.0950791367,91.0131798561,48.9116546763,73.297381295,50.0950791367,91.0131798561,smile
65.5306472727,35.6934981818,56.7199418182,36.0390981818,74.5141527273,35.3478981818,28.7326254545,36.7299490909,38.4073309091,37.2483490909,20.09472,37.0755490909,51.8825890909,28.4376436364,80.07936,26.7023127273,39.6165818182,26.7099927273,14.2209163636,27.7464436364,63.9757963636,75.2552727273,33.7427781818,74.9100218182,48.7728872727,70.5910690909,49.1184872727,84.2387781818,48.7728872727,70.5910690909,49.1184872727,84.2387781818,sad
66.0364202335,39.9924046693,57.5252918288,41.0136653696,71.823688716,41.0136653696,26.8856031128,40.33307393,33.6945058366,41.0136653696,19.7360311284,42.3755953307,54.8018054475,28.7577898833,81.6967470817,37.6095875486,37.4392529183,28.4174941634,10.8846070039,41.0136653696,63.3129338521,82.2073774319,31.6516108949,83.2286381323,46.6309727626,75.3984747082,46.9716420233,85.6118287938,46.6309727626,75.3984747082,46.9716420233,85.6118287938,sad
66.7618546713,41.2863114187,60.4972733564,41.6098546713,74.9839723183,42.062615917,26.7046089965,42.8269619377,35.4469204152,42.5153771626,18.3947958478,44.1752802768,53.3580622837,31.8879446367,81.398366782,31.7341453287,39.0298131488,31.2717508651,11.2977716263,35.1233771626,66.0805536332,77.0727197232,30.3160692042,77.9779100346,47.7857439446,74.3671141869,48.456083045,88.1097301038,47.7857439446,74.3671141869,48.456083045,88.1097301038,smile
65.0442162162,37.2739459459,56.783027027,38.8936216216,74.7635675676,38.4077837838,30.2172972973,37.7597837838,38.3166486486,38.4077837838,21.4699459459,38.7317837838,50.9513513514,32.7382702703,84.1585945946,34.8441081081,41.2323243243,33.0622702703,12.2367567568,37.2739459459,63.9103783784,78.4183783784,31.0271351351,79.2285405405,45.444,77.6085405405,46.2538378378,86.0318918919,45.444,77.6085405405,46.2538378378,86.0318918919,smile
69.3923333333,36.903,59.367,38.7256666667,77.8986666667,38.7256666667,25.3416666667,36.2953333333,35.671,38.118,16.228,37.2066666667,53.8986666667,33.2573333333,84.886,32.346,43.8733333333,32.346,10.152,33.865,63.0126666667,82.7763333333,27.4683333333,81.5613333333,46.3036666667,77.0043333333,44.7846666667,91.8903333333,46.3036666667,77.0043333333,44.7846666667,91.8903333333,neu
66.9442442748,36.5580458015,58.6398778626,36.9039389313,76.2870229008,36.2117862595,26.8059847328,37.2498320611,35.2836641221,37.5960916031,18.6745648855,37.9419847328,51.5465038168,27.0423206107,82.5152977099,27.5615267176,36.8405496183,25.4854351145,10.0243053435,28.2533129771,63.7143206107,76.393648855,32.405129771,77.8633282443,47.0286412214,74.5421679389,47.3968854962,82.0876946565,47.0286412214,74.5421679389,47.3968854962,82.0876946565,neu
65.8884413793,35.4458482759,56.2338206897,37.2559448276,74.3361103448,35.7474206897,27.2706206897,36.9543724138,35.1148137931,37.5578482759,18.2194758621,37.8594206897,51.4066758621,27.9032275862,83.0853517241,31.5237517241,40.8470068966,28.5067034483,10.0733793103,35.1442758621,61.3628689655,75.5721931034,33.0028137931,77.6841931034,47.7861517241,71.9516689655,47.7861517241,81.0028137931,47.7861517241,71.9516689655,47.7861517241,81.0028137931,smile
64.1371569231,34.3561846154,57.4780061538,35.0580184615,72.2826830769,34.7345723077,28.9595076923,33.2106830769,36.4965415385,34.28736,19.7305107692,33.8259692308,52.3394953846,26.4428307692,80.1803815385,27.3656123077,43.2643938462,27.3656123077,13.8857353846,27.5195076923,61.1071015385,75.35616,30.3439753846,73.5105969231,45.2641476923,71.2033476923,45.2641476923,82.2779076923,45.2641476923,71.2033476923,45.2641476923,82.2779076923,smile
65.4286451613,35.5148387097,57.2751827957,36.4555698925,72.9548387097,36.1421075269,29.0511827957,35.8286451613,37.2049892473,36.7693763441,20.8977204301,37.7101075269,52.5711827957,27.3613763441,80.4813763441,30.4973763441,41.2817204301,27.6748387097,13.9987956989,32.0653763441,61.0381075269,75.0283010753,35.0097204301,75.0283010753,47.5537204301,66.8744946237,49.7486451613,83.4952258065,47.5537204301,66.8744946237,49.7486451613,83.4952258065,neu
65.7245148515,35.424950495,57.6392871287,36.5801188119,73.8097425743,37.1573861386,28.4746138614,35.7139009901,36.5598415842,36.8687524752,19.5231683168,37.4463366337,54.463049505,27.9173069307,80.7398019802,33.9811485149,39.1588118812,28.4948910891,13.4593267327,32.5373465347,61.1044752475,77.2948910891,30.496,78.1611089109,46.3778217822,70.9420990099,46.0888712871,82.7811485149,46.3778217822,70.9420990099,46.0888712871,82.7811485149,sad
66.6409220339,34.9010440678,57.4145084746,36.6817627119,78.2953220339,35.224840678,28.6018169492,35.5486372881,37.0189016949,36.3579661017,19.8609355932,35.8724338983,50.7778169492,32.7968542373,84.4461559322,30.3688677966,42.1986711864,33.1206508475,12.0914440678,32.3113220339,61.7849491525,75.5298711864,33.6198508475,76.8250576271,47.2167050847,74.7205423729,48.0260338983,84.2707525424,47.2167050847,74.7205423729,48.0260338983,84.2707525424,smile
65.8910638298,43.829106383,58.4129361702,43.6088510638,74.3972765957,44.6985531915,25.6922553191,42.6059574468,36.2525957447,43.4270638298,15.3640851064,44.3353191489,52.7826382979,30.8956595745,83.5434893617,35.7896170213,37.2275744681,31.2452765957,8.56408510638,31.4199148936,66.7683404255,82.6614468085,21.9029787234,79.9366808511,44.3935319149,78.7846808511,48.09448099443549,81.82163331378581,44.3935319149,78.7846808511,48.09448099443549,81.82163331378581,neu
66.9858723404,37.050893617,57.0539574468,38.3625531915,76.9181276596,38.3625531915,28.1943829787,38.1753191489,36.4398297872,38.9249361702,19.0117446809,40.4241702128,53.4934468085,32.5531914894,78.4173617021,23.9329361702,40.9375319149,30.117106383,10.9535319149,37.4257021277,68.8599148936,75.2803404255,28.3819574468,76.0299574468,48.4333617021,75.4675744681,48.6209361702,85.0250212766,48.4333617021,75.4675744681,48.6209361702,85.0250212766,sad
68.0756806084,35.2659467681,59.3404106464,36.1573231939,76.6331863118,35.9791939163,28.4984942966,35.2659467681,37.4122585551,35.6225703422,19.7632243346,36.1573231939,55.0616577947,25.1041825095,83.7641977186,23.3214296578,39.3735057034,23.8561825095,11.5623422053,25.4608060837,66.4714220532,76.9825095057,27.9637414449,75.3778859316,47.5740228137,73.2385095057,47.5740228137,85.0048973384,47.5740228137,73.2385095057,47.5740228137,85.0048973384,smile
67.7824911032,40.4860355872,58.753024911,40.4860355872,75.5666903915,41.7316441281,26.0593879004,40.7976085409,34.1551601423,41.1088398577,17.6527259786,42.976911032,51.2800569395,32.7021779359,83.039316726,34.2586761566,41.9390177936,33.3246405694,10.4913309609,36.127088968,61.8667046263,80.6522989324,31.9755160142,80.6522989324,46.2983060498,75.6705480427,45.6755017794,84.0772099644,46.2983060498,75.6705480427,45.6755017794,84.0772099644,sad
